"Time","Max_vitesse_au_point_y Monitor: Max_vitesse_au_point_y Monitor (m/s)"
43300.0,0.003100331930909306
43400.0,0.003293477580882609
43500.0,0.0034413212561048567
43600.0,0.003402185859158635
43700.0,0.003003756981343031
43800.0,0.002159993688110262
43900.0,9.614053560653701E-4
44000.0,-3.5238022610428743E-4
44100.0,-0.0015001083083916456
44200.0,-0.0023072498152032495
44300.0,-0.0027812892803922296
44400.0,-0.0030497018597088754
44500.0,-0.0032481715898029506
44600.0,-0.00341592327458784
44700.0,-0.00343788240570575
44800.0,-0.0031401742016896605
44900.0,-0.0024028306361287832
45000.0,-0.001272576511837542
45100.0,3.9801470848033205E-5
45200.0,0.0012500496522989124
45300.0,0.0021457081311382353
45400.0,0.002691330504603684
45500.0,0.0029954033670946956
45600.0,0.003201988060027361
45700.0,0.003382182796485722
45800.0,0.0034551176358945668
45900.0,0.003250307170674205
46000.0,0.002622024097945541
46100.0,0.0015728465805295855
46200.0,2.790720864140894E-4
46300.0,-9.807093883864582E-4
46400.0,-0.00196301587857306
46500.0,-0.0025870787212625146
46600.0,-0.0029357338207773864
46700.0,-0.0031550652347505093
46800.0,-0.003342671610880643
46900.0,-0.0034565753885544837
47000.0,-0.0033352255122736096
47100.0,-0.0028160048532299697
47200.0,-0.0018583782657515258
47300.0,-6.000630091875792E-4
47400.0,6.943538392079063E-4
47500.0,0.0017584552406333387
47600.0,0.0024663485819473863
47700.0,0.002868776675313711
47800.0,0.0031068854150362313
47900.0,0.003299387462902814
48000.0,0.0034438821603544056
48100.0,0.003395686508156359
48200.0,0.002983228478115052
48300.0,0.0021255288447719067
48400.0,9.188213589368388E-4
48500.0,-3.938012268918101E-4
48600.0,-0.0015322529361583292
48700.0,-0.0023274573613889515
48800.0,-0.0027924085152335465
48900.0,-0.0030566779896616936
49000.0,-0.003254292532801628
49100.0,-0.0034198492649011314
49200.0,-0.0034341540886089206
49300.0,-0.003123450151178986
49400.0,-0.002371506008785218
49500.0,-0.0012312422622926533
49600.0,8.234219058067538E-5
49700.0,0.0012848849291913211
49800.0,0.00216865714173764
49900.0,0.0027042186120525002
50000.0,0.003002973855473101
50100.0,0.0032082232064567506
50200.0,0.0033871273044496775
50300.0,0.003453823388554156
50400.0,0.003237162542063743
50500.0,0.0025939755141735077
50600.0,0.0015331831527873874
50700.0,2.359186418061654E-4
50800.0,-0.0010179942328250036
50900.0,-0.0019888244569301605
51000.0,-0.0026019939105026424
51100.0,-0.0029441224178299308
51200.0,-0.003161412663757801
51300.0,-0.003348217229358852
51400.0,-0.003457256010733545
51500.0,-0.0033252895809710026
51600.0,-0.0027915260288864374
51700.0,-0.0018209862464573234
51800.0,-5.56919738301076E-4
51900.0,7.337820425163954E-4
52000.0,0.0017872840107884258
52100.0,0.0024836360826157033
52200.0,0.0028783154557459056
52300.0,0.003113486454822123
52400.0,0.0033053531660698354
52500.0,0.00344630767358467
52600.0,0.0033888742909766734
52700.0,0.002962318656500429
52800.0,0.0020907866419292986
52900.0,8.762303914409131E-4
53000.0,-4.349394548626151E-4
53100.0,-0.0015639493940398097
53200.0,-0.00234729127259925
53300.0,-0.0028033394482918084
53400.0,-0.003063609590753913
53500.0,-0.0032604298321530223
53600.0,-0.003423657617531717
53700.0,-0.0034301478881388903
53800.0,-0.0031061802874319255
53900.0,-0.0023396506439894438
54000.0,-0.0011896760843228549
54100.0,1.2475363269004447E-4
54200.0,0.0013193289341870695
54300.0,0.0021912013762630522
54400.0,0.0027168483356945217
54500.0,0.003010437998455018
54600.0,0.003214450494851917
54700.0,0.0033919319976121187
54800.0,0.003452208824455738
54900.0,0.003223555628210306
55000.0,0.0025654732598923147
55100.0,0.0014932702470105141
55200.0,1.928107267303858E-4
55300.0,-0.001054990992997773
55400.0,-0.002014277270063758
